"Year","Month","Sector","Nationality","Level Of Study","Broad Field Of Education","Enrolments","Commencements","EnrolmentsShare","EnrolmentsGrowth","CommencementsShare","CommencementsGrowth"
"2021","Sep","Higher Education","Venezuela","Doctoral Degree","_All","6","4","9","-40","0","-100"
"2021","Sep","Higher Education","Venezuela","Bachelor Honours Degree","_All","6","4","9","0","12",""
"2021","Sep","Higher Education","Venezuela","Diploma","_All","4","4","3","-33","0","-100"
"2021","Sep","Non-award","Venezuela","Non AQF Award","_All","4","4","100","-67","","-100"
"2021","Sep","VET","Venezuela","Advanced Diploma","_All","61","19","33","-42","31","-52"
"2021","Sep","VET","Venezuela","Diploma","_All","66","18","35","-53","30","-67"
"2021","Sep","VET","Venezuela","Certificate IV","_All","32","14","17","-35","23","-26"
"2021","Sep","VET","Venezuela","Certificate II","_All","4","4","1","-50","0","-100"
"2021","Sep","VET","Venezuela","Certificate III","_All","23","10","12","-32","16","-29"
"2021","Sep","VET","Venezuela","Graduate Diploma","_All","4","4","2","-40","0",""
"2021","Sep","ELICOS","Vietnam","Non AQF Award","_All","1183","875","100","-55","100","-48"
"2021","Sep","Higher Education","Vietnam","Doctoral Degree","_All","756","135","6","-10","4","5"
"2021","Sep","Higher Education","Vietnam","Masters Degree (Extended)","_All","25","13","0","67","0","86"
"2021","Sep","Higher Education","Vietnam","Masters Degree (Coursework)","_All","2742","673","21","-21","18","-45"
"2021","Sep","Higher Education","Vietnam","Associate Degree","_All","58","14","0","-24","0","-56"
"2021","Sep","Higher Education","Vietnam","Bachelor Honours Degree","_All","1091","304","8","1","8","-3"
"2021","Sep","Higher Education","Vietnam","Masters Degree (Research)","_All","99","38","1","19","1","-3"
"2021","Sep","Higher Education","Vietnam","Bachelor Degree","_All","7518","2117","56","-8","57","-20"
"2021","Sep","Higher Education","Vietnam","Diploma","_All","942","345","7","-33","9","-46"
"2021","Sep","Higher Education","Vietnam","Graduate Certificate","_All","37","27","0","-34","1","-45"
"2021","Sep","Higher Education","Vietnam","Graduate Diploma","_All","57","31","0","-5","1","-6"
"2021","Sep","Higher Education","Vietnam","Advanced Diploma","_All","4","4","0","","0",""
"2021","Sep","Non-award","Vietnam","Non AQF Award","_All","471","245","100","-47","100","-45"
"2021","Sep","Schools","Vietnam","Primary School Studies","_All","62","8","2","-40","1","-80"
"2021","Sep","Schools","Vietnam","Junior Secondary Studies","_All","397","77","14","-55","11","-77"
"2021","Sep","Schools","Vietnam","Senior Secondary Certificate of Education","_All","2408","605","84","-18","88","-50"
"2021","Sep","VET","Vietnam","Diploma","_All","2278","1097","38","5","36","4"
"2021","Sep","VET","Vietnam","Graduate Certificate","_All","12","9","0","200","0","350"
"2021","Sep","VET","Vietnam","Certificate III","_All","1059","602","18","11","20","5"
"2021","Sep","VET","Vietnam","Certificate II","_All","26","13","0","4","0","-28"
"2021","Sep","VET","Vietnam","Advanced Diploma","_All","949","453","16","-2","15","7"
"2021","Sep","VET","Vietnam","Graduate Diploma","_All","126","55","2","22","2","-5"
"2021","Sep","VET","Vietnam","Certificate IV","_All","1470","784","25","10","26","-3"
"2021","Sep","VET","Vietnam","Certificate I","_All","4","4","0","-60","0","0"
"2021","Sep","Higher Education","Yemen","Masters Degree (Coursework)","_All","4","4","5","-50","0","-100"
"2021","Sep","Higher Education","Yemen","Doctoral Degree","_All","13","4","62","-19","60","50"
"2021","Sep","Higher Education","Yemen","Bachelor Honours Degree","_All","4","4","5","-75","0",""
"2021","Sep","Higher Education","Yemen","Bachelor Degree","_All","4","4","19","-20","0",""
"2021","Sep","Higher Education","Yemen","Diploma","_All","4","4","10","","40",""
"2021","Sep","VET","Yemen","Diploma","_All","4","4","33","-88","100","0"
"2021","Sep","VET","Yemen","Advanced Diploma","_All","4","4","67","-83","0","-100"
"2021","Sep","Higher Education","Zaire","Bachelor Degree","_All","4","4","100","0","",""
"2021","Sep","ELICOS","Zambia","Non AQF Award","_All","4","4","100","-75","100","-71"
"2021","Sep","Higher Education","Zambia","Bachelor Honours Degree","_All","20","4","13","-26","12","-70"
"2021","Sep","Higher Education","Zambia","Doctoral Degree","_All","12","4","8","-14","4","-50"
"2021","Sep","Higher Education","Zambia","Graduate Diploma","_All","4","4","2","50","4","-50"
"2021","Sep","Higher Education","Zambia","Masters Degree (Coursework)","_All","19","5","12","0","20","-44"
"2021","Sep","Higher Education","Zambia","Masters Degree (Extended)","_All","4","4","1","0","0","-100"
"2021","Sep","Higher Education","Zambia","Bachelor Degree","_All","91","13","58","-25","52","-61"
"2021","Sep","Higher Education","Zambia","Diploma","_All","7","4","4","-42","4","-80"
"2021","Sep","Higher Education","Zambia","Masters Degree (Research)","_All","4","4","1","","0",""
"2021","Sep","Higher Education","Zambia","Graduate Certificate","_All","4","4","1","","4",""
"2021","Sep","Non-award","Zambia","Non AQF Award","_All","4","4","100","-57","","-100"
"2021","Sep","VET","Zambia","Certificate III","_All","11","8","14","10","21","33"
"2021","Sep","VET","Zambia","Certificate IV","_All","7","4","9","-42","11","-56"
"2021","Sep","VET","Zambia","Diploma","_All","42","14","52","-14","37","-39"
"2021","Sep","VET","Zambia","Advanced Diploma","_All","20","12","25","-9","32","71"
"2021","Sep","ELICOS","Zimbabwe","Non AQF Award","_All","13","13","100","-7","100","30"
"2021","Sep","Higher Education","Zimbabwe","Masters Degree (Coursework)","_All","131","41","17","-13","23","-25"
"2021","Sep","Higher Education","Zimbabwe","Bachelor Honours Degree","_All","92","25","12","-4","14","-4"
"2021","Sep","Higher Education","Zimbabwe","Diploma","_All","40","15","5","-18","8","-40"
"2021","Sep","Higher Education","Zimbabwe","Masters Degree (Research)","_All","4","4","1","0","1","-50"
"2021","Sep","Higher Education","Zimbabwe","Doctoral Degree","_All","44","5","6","5","3","-38"
"2021","Sep","Higher Education","Zimbabwe","Graduate Diploma","_All","4","4","0","0","1","0"
"2021","Sep","Higher Education","Zimbabwe","Bachelor Degree","_All","437","81","57","-15","46","-44"
"2021","Sep","Higher Education","Zimbabwe","Graduate Certificate","_All","4","4","1","300","2","300"
"2021","Sep","Higher Education","Zimbabwe","Masters Degree (Extended)","_All","5","4","1","67","1","100"
"2021","Sep","Higher Education","Zimbabwe","Associate Degree","_All","4","4","0","","1",""
"2021","Sep","Non-award","Zimbabwe","Non AQF Award","_All","12","4","100","-63","100","-82"
"2021","Sep","Schools","Zimbabwe","Senior Secondary Certificate of Education","_All","4","4","50","-83","","-100"
"2021","Sep","Schools","Zimbabwe","Junior Secondary Studies","_All","4","4","50","","",""
"2021","Sep","VET","Zimbabwe","Advanced Diploma","_All","42","17","18","-7","16","-6"
"2021","Sep","VET","Zimbabwe","Certificate IV","_All","24","13","10","-27","12","-28"
"2021","Sep","VET","Zimbabwe","Diploma","_All","131","60","56","-2","56","28"
"2021","Sep","VET","Zimbabwe","Graduate Diploma","_All","4","4","1","0","2","100"
"2021","Sep","VET","Zimbabwe","Certificate III","_All","30","14","13","-14","13","-33"
"2021","Sep","VET","Zimbabwe","Graduate Certificate","_All","4","4","0","0","0","-100"
"2021","Sep","VET","Zimbabwe","Certificate II","_All","4","4","0","","1",""
"2021","Sep","VET","Zimbabwe","Certificate I","_All","4","4","0","","1",""
"2021","Sep","ELICOS","Afghanistan","_All","Society and Culture","4","4","100","100","100","0"
"2021","Sep","Higher Education","Afghanistan","_All","Health","4","4","5","-67","25","0"
"2021","Sep","Higher Education","Afghanistan","_All","Management and Commerce","4","4","11","-33","0","-100"
"2021","Sep","Higher Education","Afghanistan","_All","Society and Culture","8","4","42","14","50","-33"
"2021","Sep","Higher Education","Afghanistan","_All","Natural and Physical Sciences","4","4","11","0","0","-100"
"2021","Sep","Higher Education","Afghanistan","_All","Engineering and Related Technologies","5","4","26","25","25","0"
"2021","Sep","Higher Education","Afghanistan","_All","Mixed Field Programmes","4","4","5","0","0",""
"2021","Sep","VET","Afghanistan","_All","Management and Commerce","5","4","71","25","67","-33"
"2021","Sep","VET","Afghanistan","_All","Architecture and Building","4","4","14","0","0",""
"2021","Sep","VET","Afghanistan","_All","Society and Culture","4","4","14","","33",""
"2021","Sep","ELICOS","Albania","_All","Society and Culture","4","4","100","-70","100","-83"
"2021","Sep","Higher Education","Albania","_All","Engineering and Related Technologies","4","4","8","-25","0","-100"
"2021","Sep","Higher Education","Albania","_All","Health","4","4","10","100","18","100"
"2021","Sep","Higher Education","Albania","_All","Natural and Physical Sciences","5","4","13","0","9","-67"
"2021","Sep","Higher Education","Albania","_All","Management and Commerce","18","4","46","-10","27","-50"
"2021","Sep","Higher Education","Albania","_All","Creative Arts","4","4","5","100","18",""
"2021","Sep","Higher Education","Albania","_All","_Dual Qualification","4","4","3","0","0",""
"2021","Sep","Higher Education","Albania","_All","Education","4","4","5","0","0","-100"
"2021","Sep","Higher Education","Albania","_All","Information Technology","4","4","5","-50","9","0"
"2021","Sep","Higher Education","Albania","_All","Society and Culture","4","4","5","","18",""
"2021","Sep","Non-award","Albania","_All","Mixed Field Programmes","4","4","100","-75","","-100"
"2021","Sep","VET","Albania","_All","Management and Commerce","11","4","48","-21","43","-50"
"2021","Sep","VET","Albania","_All","Health","4","4","4","0","0",""
"2021","Sep","VET","Albania","_All","Education","4","4","4","0","0",""
"2021","Sep","VET","Albania","_All","Food, Hospitality and Personal Services","5","4","22","-17","29","100"
"2021","Sep","VET","Albania","_All","Engineering and Related Technologies","4","4","4","-80","0","-100"
"2021","Sep","VET","Albania","_All","Society and Culture","4","4","13","200","29","100"
"2021","Sep","VET","Albania","_All","Architecture and Building","4","4","4","0","0",""
"2021","Sep","ELICOS","Algeria","_All","Society and Culture","4","4","100","-67","100","0"
"2021","Sep","Higher Education","Algeria","_All","Creative Arts","4","4","10","0","0",""
"2021","Sep","Higher Education","Algeria","_All","Mixed Field Programmes","4","4","10","-50","0","-100"
"2021","Sep","Higher Education","Algeria","_All","Information Technology","4","4","10","-50","0","-100"
"2021","Sep","Higher Education","Algeria","_All","Engineering and Related Technologies","4","4","20","0","0","-100"
"2021","Sep","Higher Education","Algeria","_All","Health","4","4","20","0","0",""
"2021","Sep","Higher Education","Algeria","_All","Natural and Physical Sciences","4","4","20","","67",""
"2021","Sep","Higher Education","Algeria","_All","Agriculture, Environmental and Related Studies","4","4","10","","33",""
"2021","Sep","VET","Algeria","_All","Information Technology","4","4","17","-67","0","-100"
"2021","Sep","VET","Algeria","_All","Management and Commerce","4","4","67","100","67","100"
"2021","Sep","VET","Algeria","_All","Architecture and Building","4","4","17","","33",""
"2021","Sep","ELICOS","Andorra","_All","Society and Culture","4","4","100","-86","100","-75"
"2021","Sep","VET","Andorra","_All","Management and Commerce","4","4","50","-50","0","-100"
"2021","Sep","VET","Andorra","_All","Society and Culture","4","4","50","","100",""
"2021","Sep","Higher Education","Angola","_All","Agriculture, Environmental and Related Studies","4","4","33","0","","-100"
"2021","Sep","Higher Education","Angola","_All","Health","4","4","33","0","",""
"2021","Sep","Higher Education","Angola","_All","Natural and Physical Sciences","4","4","33","0","",""
"2021","Sep","ELICOS","Argentina","_All","Society and Culture","271","186","100","-52","100","-49"
"2021","Sep","Higher Education","Argentina","_All","Engineering and Related Technologies","18","7","8","-18","9","0"
"2021","Sep","Higher Education","Argentina","_All","Mixed Field Programmes","6","4","3","50","2","-33"
"2021","Sep","Higher Education","Argentina","_All","Creative Arts","10","5","5","-9","6","25"
"2021","Sep","Higher Education","Argentina","_All","Natural and Physical Sciences","17","5","8","-11","6","-38"
"2021","Sep","Higher Education","Argentina","_All","Architecture and Building","9","4","4","0","4","-25"
"2021","Sep","Higher Education","Argentina","_All","Health","13","5","6","30","6","150"
"2021","Sep","Higher Education","Argentina","_All","Information Technology","15","6","7","0","7","100"
"2021","Sep","Higher Education","Argentina","_All","_Dual Qualification","13","4","6","8","5","-50"
"2021","Sep","Higher Education","Argentina","_All","Agriculture, Environmental and Related Studies","7","4","3","-63","1","-86"
"2021","Sep","Higher Education","Argentina","_All","Education","5","4","2","25","5","100"
"2021","Sep","Higher Education","Argentina","_All","Management and Commerce","75","30","35","-4","37","-6"
"2021","Sep","Higher Education","Argentina","_All","Society and Culture","25","10","12","25","12","-23"
"2021","Sep","Non-award","Argentina","_All","Mixed Field Programmes","4","4","100","-80","100","-80"
"2021","Sep","Schools","Argentina","_All","Mixed Field Programmes","4","4","100","-78","","-100"
"2021","Sep","VET","Argentina","_All","Management and Commerce","720","343","62","16","62","-2"
"2021","Sep","VET","Argentina","_All","Natural and Physical Sciences","4","4","0","200","0","100"
"2021","Sep","VET","Argentina","_All","Creative Arts","55","28","5","72","5","17"
"2021","Sep","VET","Argentina","_All","Health","27","10","2","-4","2","-17"
"2021","Sep","VET","Argentina","_All","Education","16","7","1","-11","1","-30"
"2021","Sep","VET","Argentina","_All","Engineering and Related Technologies","27","18","2","59","3","157"
"2021","Sep","VET","Argentina","_All","Food, Hospitality and Personal Services","97","50","8","49","9","39"
"2021","Sep","VET","Argentina","_All","Architecture and Building","49","25","4","96","4","67"
"2021","Sep","VET","Argentina","_All","Agriculture, Environmental and Related Studies","9","5","1","50","1","25"
"2021","Sep","VET","Argentina","_All","Information Technology","36","17","3","57","3","13"
"2021","Sep","VET","Argentina","_All","Society and Culture","122","51","11","3","9","-27"
"2021","Sep","ELICOS","Armenia","_All","Society and Culture","4","4","100","200","100","200"
"2021","Sep","Higher Education","Armenia","_All","Health","4","4","50","0","",""
"2021","Sep","Higher Education","Armenia","_All","Architecture and Building","4","4","25","0","",""
"2021","Sep","Higher Education","Armenia","_All","Creative Arts","4","4","25","0","",""
"2021","Sep","VET","Armenia","_All","Society and Culture","4","4","13","-50","0","-100"
"2021","Sep","VET","Armenia","_All","Management and Commerce","6","4","75","200","75","50"
"2021","Sep","VET","Armenia","_All","Food, Hospitality and Personal Services","4","4","13","","25",""
